carre;annee;espece;abond
80297;2005;GITHUB;0
80297;2006;GITHUB;1
80297;2007;GITHUB;7
80297;2008;GITHUB;7
80297;2009;GITHUB;2
80297;2010;GITHUB;1
80297;2011;GITHUB;3
80306;2004;GITHUB;4
80306;2005;GITHUB;0
80306;2006;GITHUB;8
80308;2002;GITHUB;6
80308;2004;GITHUB;6
80308;2005;GITHUB;8
80308;2006;GITHUB;1
80440;2004;GITHUB;6
80528;2004;GITHUB;3
80528;2007;GITHUB;0
80558;2018;GITHUB;4
80598;2001;GITHUB;5
80598;2002;GITHUB;8
80598;2003;GITHUB;1
80598;2004;GITHUB;0
80598;2005;GITHUB;4
80598;2006;GITHUB;0
80598;2007;GITHUB;8
80598;2008;GITHUB;2
80598;2009;GITHUB;1
80602;2018;GITHUB;2
80705;2018;GITHUB;2
80936;2004;GITHUB;1
80936;2005;GITHUB;3
80936;2006;GITHUB;5
80936;2007;GITHUB;1
80936;2008;GITHUB;6
80936;2009;GITHUB;8
80936;2010;GITHUB;8
80946;2009;GITHUB;9
80946;2010;GITHUB;1
80946;2011;GITHUB;1
80946;2012;GITHUB;1
80946;2013;GITHUB;7
80946;2014;GITHUB;5
80946;2015;GITHUB;1
80946;2016;GITHUB;8
80946;2017;GITHUB;4
80946;2018;GITHUB;2
80964;2009;GITHUB;3
80964;2010;GITHUB;1
80964;2011;GITHUB;4
80964;2012;GITHUB;6
80964;2013;GITHUB;4
80964;2014;GITHUB;8
80964;2015;GITHUB;8
80964;2016;GITHUB;8
80964;2017;GITHUB;2
80964;2018;GITHUB;3
81045;2001;GITHUB;8
81045;2002;GITHUB;0
81045;2003;GITHUB;0
81045;2004;GITHUB;3
81045;2005;GITHUB;5
81045;2006;GITHUB;5
81045;2007;GITHUB;5
81045;2008;GITHUB;3
81045;2009;GITHUB;1
81045;2010;GITHUB;2
81188;2001;GITHUB;6
81188;2002;GITHUB;8
81188;2003;GITHUB;0
81188;2004;GITHUB;9
81188;2005;GITHUB;2
81188;2006;GITHUB;8
81188;2007;GITHUB;3
81188;2008;GITHUB;4
81188;2009;GITHUB;3
81188;2010;GITHUB;0
81188;2011;GITHUB;5
81188;2012;GITHUB;7
81188;2013;GITHUB;1
81188;2014;GITHUB;1
81188;2015;GITHUB;8
81195;2003;GITHUB;5
81195;2004;GITHUB;8
81195;2005;GITHUB;3
81195;2006;GITHUB;5
81195;2007;GITHUB;3
81195;2008;GITHUB;2
81195;2009;GITHUB;0
81195;2010;GITHUB;5
81195;2011;GITHUB;1
81195;2012;GITHUB;8
81195;2013;GITHUB;6
81195;2014;GITHUB;1
81195;2015;GITHUB;3
81225;2005;GITHUB;5
90247;2006;GITHUB;4
90247;2007;GITHUB;5
90247;2008;GITHUB;9
90317;2002;GITHUB;5
90317;2003;GITHUB;0
90317;2005;GITHUB;8
90336;2002;GITHUB;3
90336;2003;GITHUB;6
90336;2004;GITHUB;5
90336;2005;GITHUB;8
90460;2002;GITHUB;7
90473;2012;GITHUB;2
90478;2002;GITHUB;4
90497;2003;GITHUB;3
90503;2013;GITHUB;0
90527;2012;GITHUB;2
90527;2013;GITHUB;4
90527;2014;GITHUB;9
90527;2015;GITHUB;7
90546;2003;GITHUB;8
90546;2004;GITHUB;7
90546;2005;GITHUB;5
90567;2002;GITHUB;5
90616;2010;GITHUB;1
90616;2014;GITHUB;1
90616;2015;GITHUB;2
90616;2016;GITHUB;8
90616;2018;GITHUB;8
90631;2002;GITHUB;8
90631;2003;GITHUB;8
90631;2004;GITHUB;3
90631;2005;GITHUB;9
90996;2015;GITHUB;5
90996;2016;GITHUB;5
91141;2005;GITHUB;9
100095;2014;GITHUB;3
100095;2015;GITHUB;8
100095;2016;GITHUB;1
100095;2017;GITHUB;9
100095;2018;GITHUB;0
100134;2003;GITHUB;9
100134;2008;GITHUB;8
100134;2009;GITHUB;4
100134;2010;GITHUB;2
100134;2014;GITHUB;1
100134;2018;GITHUB;1
100154;2003;GITHUB;4
100154;2011;GITHUB;3
100171;2008;GITHUB;4
100171;2009;GITHUB;0
100171;2010;GITHUB;7
100171;2018;GITHUB;0
100232;2009;GITHUB;1
100232;2010;GITHUB;4
100232;2011;GITHUB;2
100232;2012;GITHUB;6
100232;2013;GITHUB;5
100232;2014;GITHUB;0
100232;2015;GITHUB;2
100232;2016;GITHUB;1
100232;2017;GITHUB;7
100232;2018;GITHUB;3
100239;2002;GITHUB;5
100239;2003;GITHUB;8
100239;2004;GITHUB;4
100239;2005;GITHUB;1
100239;2009;GITHUB;8
100239;2010;GITHUB;3
100239;2011;GITHUB;3
100239;2012;GITHUB;0
100239;2014;GITHUB;3
100239;2015;GITHUB;2
100239;2016;GITHUB;0
100239;2017;GITHUB;2
100239;2018;GITHUB;3
100271;2012;GITHUB;6
100275;2008;GITHUB;4
100275;2009;GITHUB;6
100275;2010;GITHUB;7
100275;2011;GITHUB;1
100275;2012;GITHUB;9
100280;2007;GITHUB;7
100280;2008;GITHUB;8
100280;2009;GITHUB;7
100280;2010;GITHUB;7
100280;2011;GITHUB;4
100280;2012;GITHUB;5
100280;2013;GITHUB;1
100280;2014;GITHUB;4
100280;2016;GITHUB;3
100280;2017;GITHUB;2
100310;2005;GITHUB;9
100310;2006;GITHUB;8
100310;2007;GITHUB;4
100310;2008;GITHUB;1
100310;2009;GITHUB;5
100310;2010;GITHUB;0
100310;2011;GITHUB;2
100310;2012;GITHUB;5
100310;2013;GITHUB;7
100310;2014;GITHUB;3
100310;2015;GITHUB;8
100310;2016;GITHUB;7
100310;2017;GITHUB;0
100400;2008;GITHUB;9
100400;2009;GITHUB;6
100400;2010;GITHUB;2
100400;2018;GITHUB;2
100525;2002;GITHUB;0
100525;2003;GITHUB;4
100525;2004;GITHUB;2
100525;2005;GITHUB;0
100525;2006;GITHUB;7
100525;2007;GITHUB;9
100525;2008;GITHUB;8
100525;2009;GITHUB;8
100525;2010;GITHUB;1
100525;2011;GITHUB;8
100525;2012;GITHUB;6
100525;2013;GITHUB;4
100525;2014;GITHUB;9
100525;2015;GITHUB;3
100525;2017;GITHUB;7
100531;2013;GITHUB;7
100531;2014;GITHUB;8
100531;2015;GITHUB;6
100531;2016;GITHUB;9
100531;2017;GITHUB;9
100531;2018;GITHUB;2
100559;2012;GITHUB;8
100559;2013;GITHUB;8
100559;2014;GITHUB;2
100660;2016;GITHUB;2
100660;2017;GITHUB;9
100685;2002;GITHUB;3
100685;2003;GITHUB;4
100685;2004;GITHUB;9
100685;2005;GITHUB;9
100685;2006;GITHUB;3
100685;2007;GITHUB;5
100685;2009;GITHUB;5
100685;2010;GITHUB;9
100685;2011;GITHUB;0
100685;2012;GITHUB;0
100685;2013;GITHUB;4
100685;2014;GITHUB;8
100685;2015;GITHUB;6
100685;2017;GITHUB;7
100685;2018;GITHUB;5
100691;2001;GITHUB;0
100691;2002;GITHUB;9
100691;2003;GITHUB;5
100691;2004;GITHUB;7
100691;2005;GITHUB;7
100691;2006;GITHUB;3
100691;2007;GITHUB;2
100691;2008;GITHUB;6
100691;2009;GITHUB;9
100691;2010;GITHUB;9
100691;2011;GITHUB;7
100691;2012;GITHUB;9
100691;2014;GITHUB;6
100691;2015;GITHUB;9
100691;2016;GITHUB;1
100691;2017;GITHUB;7
100691;2018;GITHUB;1
100695;2006;GITHUB;7
100695;2007;GITHUB;5
100695;2011;GITHUB;7
100702;2001;GITHUB;7
100702;2002;GITHUB;2
100702;2003;GITHUB;6
100702;2004;GITHUB;8
100702;2005;GITHUB;0
100702;2006;GITHUB;0
100702;2007;GITHUB;6
100702;2008;GITHUB;9
100702;2009;GITHUB;3
100702;2010;GITHUB;3
100702;2011;GITHUB;5
100702;2012;GITHUB;1
100702;2013;GITHUB;2
100702;2014;GITHUB;9
100702;2015;GITHUB;8
100702;2016;GITHUB;2
100702;2017;GITHUB;9
100702;2018;GITHUB;5
100721;2012;GITHUB;6
100721;2013;GITHUB;0
100721;2014;GITHUB;0
100721;2015;GITHUB;4
100721;2016;GITHUB;8
100721;2017;GITHUB;1
100721;2018;GITHUB;3
100833;2001;GITHUB;1
100833;2002;GITHUB;8
100833;2003;GITHUB;8
100833;2004;GITHUB;8
100833;2005;GITHUB;0
100833;2006;GITHUB;8
100833;2007;GITHUB;9
100833;2011;GITHUB;0
100846;2012;GITHUB;9
100846;2013;GITHUB;0
100846;2014;GITHUB;7
100874;2002;GITHUB;9
100874;2003;GITHUB;1
100874;2004;GITHUB;9
100874;2005;GITHUB;7
100874;2006;GITHUB;0
100874;2007;GITHUB;6
100874;2008;GITHUB;8
100874;2009;GITHUB;6
100874;2010;GITHUB;3
100874;2011;GITHUB;7
100874;2012;GITHUB;9
100874;2013;GITHUB;1
100874;2014;GITHUB;6
100874;2015;GITHUB;1
100874;2018;GITHUB;6
100928;2001;GITHUB;1
100928;2002;GITHUB;6
100928;2003;GITHUB;3
100928;2004;GITHUB;9
100928;2005;GITHUB;1
100928;2006;GITHUB;8
100928;2007;GITHUB;8
100928;2008;GITHUB;2
100928;2009;GITHUB;3
100928;2010;GITHUB;4
100928;2011;GITHUB;6
100928;2012;GITHUB;8
100928;2013;GITHUB;1
100928;2014;GITHUB;6
100928;2015;GITHUB;2
100928;2016;GITHUB;6
100928;2017;GITHUB;1
100928;2018;GITHUB;7
100950;2005;GITHUB;5
100950;2006;GITHUB;9
101047;2012;GITHUB;7
101101;2005;GITHUB;0
101101;2006;GITHUB;5
101101;2007;GITHUB;2
101101;2008;GITHUB;5
101101;2009;GITHUB;0
101101;2010;GITHUB;0
101101;2011;GITHUB;7
101101;2012;GITHUB;4
101101;2014;GITHUB;0
101206;2004;GITHUB;5
101206;2005;GITHUB;7
101206;2006;GITHUB;1
101206;2007;GITHUB;7
101206;2008;GITHUB;7
101206;2009;GITHUB;2
101206;2010;GITHUB;0
101206;2011;GITHUB;4
101206;2012;GITHUB;7
110573;2002;GITHUB;8
110573;2003;GITHUB;9
110573;2004;GITHUB;7
110573;2005;GITHUB;5
110573;2006;GITHUB;2
110573;2007;GITHUB;1
110573;2008;GITHUB;5
110573;2009;GITHUB;5
110573;2010;GITHUB;5
110573;2011;GITHUB;8
110622;2002;GITHUB;2
110622;2003;GITHUB;6
110622;2004;GITHUB;7
110622;2005;GITHUB;8
110622;2006;GITHUB;4
110622;2007;GITHUB;0
110622;2008;GITHUB;2
110622;2009;GITHUB;9
110622;2010;GITHUB;5
110622;2011;GITHUB;8
110622;2013;GITHUB;9
110791;2001;GITHUB;7
110791;2002;GITHUB;9
110791;2003;GITHUB;2
110791;2004;GITHUB;5
110791;2005;GITHUB;9
110791;2006;GITHUB;1
110791;2007;GITHUB;7
110791;2008;GITHUB;3
110791;2009;GITHUB;0
110791;2010;GITHUB;7
110791;2011;GITHUB;6
111007;2004;GITHUB;0
111007;2005;GITHUB;1
111007;2009;GITHUB;9
111007;2010;GITHUB;9
111108;2002;GITHUB;8
111203;2009;GITHUB;6
111203;2010;GITHUB;4
111203;2011;GITHUB;5
111203;2012;GITHUB;8
111203;2013;GITHUB;8
111203;2014;GITHUB;9
111203;2015;GITHUB;0
111203;2016;GITHUB;1
111203;2017;GITHUB;0
111203;2018;GITHUB;0
111388;2006;GITHUB;8
120082;2004;GITHUB;4
120306;2014;GITHUB;6
120306;2015;GITHUB;3
120306;2016;GITHUB;0
120306;2017;GITHUB;3
120306;2018;GITHUB;5
120307;2006;GITHUB;3
120307;2007;GITHUB;9
120307;2008;GITHUB;4
120307;2009;GITHUB;2
120307;2010;GITHUB;2
120307;2011;GITHUB;8
120323;2016;GITHUB;1
120323;2017;GITHUB;6
120323;2018;GITHUB;9
120355;2010;GITHUB;0
120355;2011;GITHUB;5
120355;2012;GITHUB;2
120442;2004;GITHUB;8
120442;2005;GITHUB;3
120442;2008;GITHUB;1
120442;2009;GITHUB;1
120442;2010;GITHUB;6
120442;2011;GITHUB;1
120442;2012;GITHUB;5
120471;2008;GITHUB;7
120471;2009;GITHUB;6
120471;2010;GITHUB;3
120471;2011;GITHUB;4
120471;2012;GITHUB;2
120471;2013;GITHUB;7
120471;2016;GITHUB;8
120471;2017;GITHUB;9
120506;2004;GITHUB;2
120559;2017;GITHUB;5
120599;2017;GITHUB;3
120599;2018;GITHUB;4
120601;2004;GITHUB;1
120601;2005;GITHUB;6
120605;2004;GITHUB;1
120605;2005;GITHUB;7
120605;2006;GITHUB;5
120605;2007;GITHUB;8
120605;2008;GITHUB;0
120605;2009;GITHUB;5
120605;2010;GITHUB;6
120605;2011;GITHUB;8
120605;2012;GITHUB;5
120605;2013;GITHUB;1
120605;2014;GITHUB;4
120605;2015;GITHUB;7
120605;2016;GITHUB;7
120605;2017;GITHUB;0
120605;2018;GITHUB;3
120684;2004;GITHUB;1
120684;2005;GITHUB;3
120684;2006;GITHUB;1
120684;2007;GITHUB;3
120684;2008;GITHUB;1
120684;2009;GITHUB;8
120684;2010;GITHUB;5
120684;2011;GITHUB;7
120684;2012;GITHUB;5
120684;2013;GITHUB;5
120684;2014;GITHUB;1
120684;2015;GITHUB;7
120684;2016;GITHUB;8
120684;2017;GITHUB;4
120699;2017;GITHUB;1
120699;2018;GITHUB;0
120767;2016;GITHUB;3
120767;2017;GITHUB;0
120767;2018;GITHUB;6
120812;2017;GITHUB;3
120875;2008;GITHUB;5
120886;2002;GITHUB;5
120886;2003;GITHUB;2
120886;2004;GITHUB;0
120886;2005;GITHUB;5
120886;2006;GITHUB;7
120900;2008;GITHUB;1
120900;2009;GITHUB;2
120900;2010;GITHUB;2
120913;2008;GITHUB;7
120913;2009;GITHUB;9
120913;2010;GITHUB;9
120913;2011;GITHUB;9
120913;2012;GITHUB;3
120913;2013;GITHUB;5
120913;2014;GITHUB;7
120913;2015;GITHUB;1
120913;2016;GITHUB;4
120913;2017;GITHUB;0
120913;2018;GITHUB;5
120985;2005;GITHUB;7
120999;2004;GITHUB;3
120999;2005;GITHUB;6
121006;2013;GITHUB;0
121006;2014;GITHUB;8
121006;2015;GITHUB;8
121006;2016;GITHUB;1
121006;2017;GITHUB;8
121030;2017;GITHUB;0
121030;2018;GITHUB;4
121038;2002;GITHUB;1
121038;2003;GITHUB;8
121038;2004;GITHUB;7
121038;2005;GITHUB;9
121038;2006;GITHUB;5
121082;2002;GITHUB;1
121082;2003;GITHUB;0
121082;2005;GITHUB;4
121082;2006;GITHUB;1
121100;2003;GITHUB;3
121100;2004;GITHUB;6
121100;2005;GITHUB;9
121100;2006;GITHUB;6
121100;2007;GITHUB;3
121100;2008;GITHUB;8
121173;2002;GITHUB;9
121173;2003;GITHUB;2
121173;2004;GITHUB;0
121173;2005;GITHUB;6
121173;2006;GITHUB;0
121196;2017;GITHUB;2
121196;2018;GITHUB;6
121241;2004;GITHUB;0
121324;2008;GITHUB;1
121324;2009;GITHUB;6
121324;2010;GITHUB;4
121324;2011;GITHUB;3
121324;2013;GITHUB;3
121324;2014;GITHUB;1
121345;2004;GITHUB;7
121371;2002;GITHUB;2
121371;2003;GITHUB;3
121371;2004;GITHUB;7
121371;2005;GITHUB;3
121371;2006;GITHUB;5
121371;2007;GITHUB;2
121427;2017;GITHUB;5
121427;2018;GITHUB;4
121736;2005;GITHUB;3
121736;2006;GITHUB;8
121736;2007;GITHUB;1
121736;2008;GITHUB;5
121736;2009;GITHUB;3
121736;2010;GITHUB;9
121736;2011;GITHUB;7
121736;2012;GITHUB;2
121835;2008;GITHUB;9
121835;2009;GITHUB;7
121835;2010;GITHUB;7
121835;2011;GITHUB;2
121835;2012;GITHUB;1
121835;2013;GITHUB;5
121835;2014;GITHUB;7
121835;2015;GITHUB;4
121835;2016;GITHUB;3
121835;2017;GITHUB;1
121835;2018;GITHUB;2
121883;2004;GITHUB;4
121883;2005;GITHUB;5
121883;2006;GITHUB;9
121883;2007;GITHUB;4
121913;2008;GITHUB;1
121913;2009;GITHUB;7
121913;2010;GITHUB;9
121913;2011;GITHUB;3
121913;2013;GITHUB;4
121913;2014;GITHUB;3
121913;2016;GITHUB;0
121913;2017;GITHUB;0
122127;2017;GITHUB;6
130007;2006;GITHUB;1
130007;2007;GITHUB;4
130007;2008;GITHUB;6
130007;2009;GITHUB;5
130007;2010;GITHUB;2
130007;2011;GITHUB;6
130087;2002;GITHUB;4
130087;2003;GITHUB;9
130087;2005;GITHUB;2
130108;2005;GITHUB;6
130108;2006;GITHUB;6
130108;2007;GITHUB;4
130108;2008;GITHUB;3
130108;2010;GITHUB;9
130108;2011;GITHUB;6
130108;2012;GITHUB;7
130153;2002;GITHUB;2
130153;2003;GITHUB;3
130153;2004;GITHUB;6
130155;2014;GITHUB;7
130158;2002;GITHUB;7
130158;2003;GITHUB;1
130158;2004;GITHUB;4
130158;2005;GITHUB;7
130158;2006;GITHUB;9
130158;2007;GITHUB;5
130158;2008;GITHUB;4
130158;2009;GITHUB;9
130190;2001;GITHUB;0
130190;2010;GITHUB;7
130190;2011;GITHUB;6
130190;2012;GITHUB;1
130190;2013;GITHUB;1
130190;2014;GITHUB;0
130213;2013;GITHUB;0
130213;2014;GITHUB;3
130225;2010;GITHUB;9
130225;2011;GITHUB;2
130225;2012;GITHUB;0
130225;2013;GITHUB;5
130225;2014;GITHUB;0
130227;2006;GITHUB;3
130227;2007;GITHUB;0
130227;2008;GITHUB;8
130339;2006;GITHUB;2
130363;2001;GITHUB;6
130363;2002;GITHUB;3
130363;2003;GITHUB;0
130363;2004;GITHUB;3
130363;2005;GITHUB;8
130363;2006;GITHUB;5
130363;2007;GITHUB;0
130363;2008;GITHUB;3
130363;2009;GITHUB;8
130363;2010;GITHUB;6
130363;2011;GITHUB;8
130363;2012;GITHUB;8
130465;2009;GITHUB;2
130465;2010;GITHUB;1
130477;2004;GITHUB;3
130488;2006;GITHUB;9
130488;2007;GITHUB;6
130488;2008;GITHUB;1
130488;2009;GITHUB;2
130577;2004;GITHUB;4
130577;2009;GITHUB;4
130577;2010;GITHUB;5
130600;2008;GITHUB;3
130600;2009;GITHUB;3
130600;2010;GITHUB;1
130600;2011;GITHUB;8
130630;2004;GITHUB;7
130630;2005;GITHUB;7
130630;2006;GITHUB;8
130630;2007;GITHUB;2
130630;2008;GITHUB;9
130630;2009;GITHUB;2
130630;2010;GITHUB;9
130722;2009;GITHUB;2
130722;2010;GITHUB;8
130722;2011;GITHUB;0
130722;2012;GITHUB;2
130786;2001;GITHUB;5
130786;2002;GITHUB;8
130786;2003;GITHUB;6
130786;2004;GITHUB;4
130786;2005;GITHUB;4
130786;2006;GITHUB;0
130786;2007;GITHUB;7
130786;2008;GITHUB;8
130786;2009;GITHUB;8
130786;2010;GITHUB;9
130786;2011;GITHUB;7
130786;2012;GITHUB;0
130786;2013;GITHUB;2
130786;2014;GITHUB;0
130793;2004;GITHUB;4
130793;2005;GITHUB;3
130793;2006;GITHUB;5
130793;2007;GITHUB;4
130793;2008;GITHUB;8
130793;2010;GITHUB;3
130847;2003;GITHUB;0
130868;2003;GITHUB;6
130868;2004;GITHUB;4
130868;2005;GITHUB;6
130868;2007;GITHUB;2
130868;2008;GITHUB;8
130868;2009;GITHUB;3
130868;2010;GITHUB;6
130868;2011;GITHUB;3
130868;2012;GITHUB;2
130868;2013;GITHUB;6
130868;2014;GITHUB;8
130947;2001;GITHUB;1
130947;2009;GITHUB;7
130995;2002;GITHUB;1
130995;2003;GITHUB;5
130995;2004;GITHUB;1
130995;2005;GITHUB;7
130995;2006;GITHUB;9
130995;2012;GITHUB;2
130995;2013;GITHUB;3
130995;2014;GITHUB;0
131059;2002;GITHUB;4
131059;2003;GITHUB;1
131059;2004;GITHUB;3
131059;2005;GITHUB;3
131059;2007;GITHUB;6
131059;2009;GITHUB;7
131059;2010;GITHUB;1
131092;2002;GITHUB;0
131092;2003;GITHUB;5
131092;2004;GITHUB;9
131092;2005;GITHUB;3
131092;2006;GITHUB;7
131092;2007;GITHUB;4
131092;2009;GITHUB;7
131092;2010;GITHUB;9
131092;2011;GITHUB;5
131092;2012;GITHUB;9
131152;2007;GITHUB;8
131152;2008;GITHUB;2
131152;2009;GITHUB;1
131152;2010;GITHUB;6
131152;2011;GITHUB;1
131203;2005;GITHUB;8
131203;2006;GITHUB;8
131203;2007;GITHUB;1
131260;2003;GITHUB;0
131260;2006;GITHUB;3
131260;2007;GITHUB;5
131260;2008;GITHUB;7
131268;2006;GITHUB;3
140071;2003;GITHUB;1
140099;2007;GITHUB;5
140099;2008;GITHUB;9
140099;2009;GITHUB;5
140099;2010;GITHUB;5
140099;2011;GITHUB;6
140099;2014;GITHUB;3
140105;2003;GITHUB;1
140180;2007;GITHUB;2
140180;2008;GITHUB;4
140180;2009;GITHUB;2
140180;2010;GITHUB;9
140180;2011;GITHUB;9
140180;2012;GITHUB;0
140180;2013;GITHUB;9
140197;2003;GITHUB;5
140197;2004;GITHUB;5
140197;2013;GITHUB;0
140243;2003;GITHUB;7
140243;2004;GITHUB;9
140243;2005;GITHUB;5
140243;2006;GITHUB;8
140243;2007;GITHUB;4
140243;2008;GITHUB;5
140243;2009;GITHUB;2
140243;2010;GITHUB;8
140243;2011;GITHUB;2
140243;2012;GITHUB;9
140243;2013;GITHUB;3
140246;2004;GITHUB;1
140246;2005;GITHUB;6
140246;2006;GITHUB;0
140246;2007;GITHUB;3
140246;2008;GITHUB;0
140246;2009;GITHUB;5
140246;2010;GITHUB;8
140246;2011;GITHUB;5
140246;2012;GITHUB;3
140246;2013;GITHUB;6
140289;2003;GITHUB;4
140289;2004;GITHUB;1
140310;2010;GITHUB;7
140388;2004;GITHUB;1
140396;2003;GITHUB;3
140396;2004;GITHUB;9
140396;2005;GITHUB;0
140396;2006;GITHUB;6
140396;2007;GITHUB;8
140396;2008;GITHUB;1
140396;2009;GITHUB;8
140396;2010;GITHUB;4
140399;2003;GITHUB;1
140399;2004;GITHUB;4
140399;2005;GITHUB;3
140399;2006;GITHUB;1
140399;2007;GITHUB;6
140399;2008;GITHUB;6
140399;2009;GITHUB;2
140399;2010;GITHUB;5
140399;2011;GITHUB;6
140399;2012;GITHUB;3
140399;2013;GITHUB;0
140417;2003;GITHUB;2
140417;2004;GITHUB;5
140417;2005;GITHUB;4
140417;2006;GITHUB;7
140417;2007;GITHUB;7
140461;2003;GITHUB;3
140461;2004;GITHUB;1
140461;2005;GITHUB;9
140461;2006;GITHUB;6
140461;2007;GITHUB;1
140497;2010;GITHUB;0
140530;2003;GITHUB;9
140530;2004;GITHUB;4
140530;2005;GITHUB;6
140726;2004;GITHUB;0
140726;2005;GITHUB;8
140726;2006;GITHUB;2
140726;2007;GITHUB;1
140726;2008;GITHUB;2
140726;2009;GITHUB;2
140726;2010;GITHUB;3
140726;2011;GITHUB;4
140726;2012;GITHUB;9
140726;2013;GITHUB;1
140764;2012;GITHUB;2
140764;2013;GITHUB;2
140822;2007;GITHUB;0
140872;2005;GITHUB;3
140872;2006;GITHUB;1
140872;2007;GITHUB;2
140872;2008;GITHUB;8
140872;2009;GITHUB;3
140872;2010;GITHUB;3
140872;2011;GITHUB;1
140872;2012;GITHUB;4
140872;2013;GITHUB;3
140929;2008;GITHUB;3
140929;2009;GITHUB;6
140933;2003;GITHUB;8
140933;2004;GITHUB;1
140933;2005;GITHUB;0
140933;2007;GITHUB;8
140933;2008;GITHUB;8
140933;2009;GITHUB;1
140933;2010;GITHUB;2
140933;2011;GITHUB;0
140933;2012;GITHUB;9
140933;2013;GITHUB;8
140980;2003;GITHUB;0
140980;2004;GITHUB;1
140980;2005;GITHUB;4
140980;2007;GITHUB;2
140980;2008;GITHUB;1
140980;2009;GITHUB;4
140980;2010;GITHUB;6
140980;2011;GITHUB;4
140980;2012;GITHUB;3
140980;2013;GITHUB;3
141110;2012;GITHUB;8
141110;2013;GITHUB;2
141328;2003;GITHUB;3
141328;2004;GITHUB;3
141328;2005;GITHUB;9
141328;2006;GITHUB;5
141328;2007;GITHUB;5
141328;2008;GITHUB;2
141328;2009;GITHUB;3
141328;2010;GITHUB;7
141328;2011;GITHUB;8
141328;2013;GITHUB;0
141351;2005;GITHUB;3
141400;2003;GITHUB;9
141400;2004;GITHUB;7
141400;2005;GITHUB;6
141400;2006;GITHUB;8
141400;2007;GITHUB;6
141400;2008;GITHUB;6
141400;2009;GITHUB;4
141400;2010;GITHUB;3
141400;2011;GITHUB;4
141400;2013;GITHUB;4
150198;2006;GITHUB;6
150198;2009;GITHUB;0
150198;2010;GITHUB;7
150370;2005;GITHUB;2
150370;2006;GITHUB;0
150370;2007;GITHUB;4
150370;2008;GITHUB;4
150370;2009;GITHUB;4
150370;2010;GITHUB;4
150370;2011;GITHUB;6
150370;2012;GITHUB;1
150370;2013;GITHUB;3
150370;2014;GITHUB;1
150370;2015;GITHUB;7
150370;2016;GITHUB;9
150370;2017;GITHUB;6
150370;2018;GITHUB;3
150424;2003;GITHUB;7
150424;2004;GITHUB;2
150424;2005;GITHUB;7
150424;2006;GITHUB;0
150424;2007;GITHUB;2
150424;2008;GITHUB;1
150424;2009;GITHUB;3
150424;2010;GITHUB;6
150424;2011;GITHUB;8
150424;2012;GITHUB;8
150424;2013;GITHUB;7
150424;2014;GITHUB;5
150424;2015;GITHUB;4
150424;2016;GITHUB;7
150424;2017;GITHUB;3
150526;2002;GITHUB;8
150526;2003;GITHUB;2
150526;2004;GITHUB;8
150526;2005;GITHUB;8
150526;2006;GITHUB;0
150526;2007;GITHUB;8
150526;2008;GITHUB;3
150526;2009;GITHUB;9
150600;2003;GITHUB;5
150600;2004;GITHUB;3
150600;2006;GITHUB;9
150600;2007;GITHUB;4
150600;2008;GITHUB;9
150600;2009;GITHUB;2
150600;2010;GITHUB;3
150600;2011;GITHUB;1
150600;2012;GITHUB;3
150600;2013;GITHUB;1
150600;2014;GITHUB;2
150618;2002;GITHUB;9
150618;2003;GITHUB;0
150618;2004;GITHUB;7
150618;2005;GITHUB;1
150618;2006;GITHUB;7
150618;2007;GITHUB;2
150618;2008;GITHUB;3
150618;2009;GITHUB;3
150663;2016;GITHUB;4
150663;2017;GITHUB;3
150663;2018;GITHUB;6
150760;2015;GITHUB;0
150760;2016;GITHUB;8
150760;2017;GITHUB;5
150760;2018;GITHUB;2
150807;2008;GITHUB;0
150807;2009;GITHUB;4
150977;2002;GITHUB;1
150977;2003;GITHUB;6
150977;2004;GITHUB;9
150977;2005;GITHUB;7
150977;2006;GITHUB;4
150977;2007;GITHUB;6
150977;2008;GITHUB;7
150983;2003;GITHUB;4
150983;2004;GITHUB;3
151055;2005;GITHUB;0
151055;2006;GITHUB;1
151055;2007;GITHUB;6
151055;2008;GITHUB;9
151055;2009;GITHUB;7
151055;2010;GITHUB;7
151055;2011;GITHUB;7
151055;2012;GITHUB;8
151055;2013;GITHUB;5
151055;2014;GITHUB;1
151055;2015;GITHUB;0
151055;2016;GITHUB;7
151055;2017;GITHUB;5
151055;2018;GITHUB;8
151056;2005;GITHUB;0
151056;2006;GITHUB;6
151056;2007;GITHUB;4
151056;2008;GITHUB;4
151056;2009;GITHUB;4
151056;2010;GITHUB;8
151056;2011;GITHUB;4
151056;2012;GITHUB;9
151056;2013;GITHUB;5
151056;2014;GITHUB;1
151056;2015;GITHUB;3
151056;2016;GITHUB;7
151056;2017;GITHUB;2
151056;2018;GITHUB;8
151129;2006;GITHUB;0
151137;2005;GITHUB;7
151137;2006;GITHUB;0
151137;2007;GITHUB;3
151137;2008;GITHUB;2
151137;2009;GITHUB;4
151137;2010;GITHUB;3
151137;2011;GITHUB;5
151137;2012;GITHUB;7
151137;2013;GITHUB;1
151137;2014;GITHUB;0
151137;2015;GITHUB;8
151137;2016;GITHUB;4
151137;2017;GITHUB;1
151137;2018;GITHUB;9
151219;2003;GITHUB;6
151219;2004;GITHUB;5
151268;2017;GITHUB;1
151376;2005;GITHUB;4
151376;2006;GITHUB;8
151376;2007;GITHUB;9
