"","species","year","week","DAYNO","DAYNO_adj","nm"
"577","Pyronia tithonus",2005,30,212,212,0.0315132357601195
"578","Pyronia tithonus",2005,31,213,213,0.0299415545533802
"579","Pyronia tithonus",2005,31,214,214,0.0283858871639977
"580","Pyronia tithonus",2005,31,215,215,0.0268781400147476
"581","Pyronia tithonus",2005,31,216,216,0.0254158861255853
"582","Pyronia tithonus",2005,31,217,217,0.0239905945145714
"583","Pyronia tithonus",2005,31,218,218,0.0225957562647317
"584","Pyronia tithonus",2005,31,219,219,0.0212267387741762
"585","Pyronia tithonus",2005,32,220,220,0.0198806508527261
"586","Pyronia tithonus",2005,32,221,221,0.0185562090443216
"587","Pyronia tithonus",2005,32,222,222,0.0172535972486003
"588","Pyronia tithonus",2005,32,223,223,0.0159743135042667
"589","Pyronia tithonus",2005,32,224,224,0.0147209997298767
"590","Pyronia tithonus",2005,32,225,225,0.0134972523024139
"591","Pyronia tithonus",2005,32,226,226,0.012307413552924
"592","Pyronia tithonus",2005,33,227,227,0.0111563465001431
"593","Pyronia tithonus",2005,33,228,228,0.0100491973132533
"594","Pyronia tithonus",2005,33,229,229,0.00899115196033186
"595","Pyronia tithonus",2005,33,230,230,0.0079871951063254
"596","Pyronia tithonus",2005,33,231,231,0.00704188042385499
"597","Pyronia tithonus",2005,33,232,232,0.00615912194449222
"598","Pyronia tithonus",2005,33,233,233,0.00534201581341067
"599","Pyronia tithonus",2005,34,234,234,0.0045927007840761
"600","Pyronia tithonus",2005,34,235,235,0.00391226403193137
"601","Pyronia tithonus",2005,34,236,236,0.00330089853694472
"602","Pyronia tithonus",2005,34,237,237,0.00275953715382494
"603","Pyronia tithonus",2005,34,238,238,0.0022876827266397
"604","Pyronia tithonus",2005,34,239,239,0.00188221645071256
"605","Pyronia tithonus",2005,34,240,240,0.00153821240334312
"606","Pyronia tithonus",2005,35,241,241,0.00124966835660376
"607","Pyronia tithonus",2005,35,242,242,0.00101009845006539
"608","Pyronia tithonus",2005,35,243,243,0.000812983725349218
"609","Pyronia tithonus",2005,35,244,244,0.000652090633236481
"610","Pyronia tithonus",2005,35,245,245,0.000521675910751614
"611","Pyronia tithonus",2005,35,246,246,0.000416599805055172
"612","Pyronia tithonus",2005,35,247,247,0.000332369794117505
"613","Pyronia tithonus",2005,36,248,248,0.000265134954655526
"614","Pyronia tithonus",2005,36,249,249,0.000211647980525885
"615","Pyronia tithonus",2005,36,250,250,0.000169208322331163
"616","Pyronia tithonus",2005,36,251,251,0.000135596508580869
"617","Pyronia tithonus",2005,36,252,252,0.000109006711885377
"618","Pyronia tithonus",2005,36,253,253,8.79821690490503e-05
"619","Pyronia tithonus",2005,36,254,254,7.13561696996598e-05
"620","Pyronia tithonus",2005,37,255,255,5.81999461323367e-05
"621","Pyronia tithonus",2005,37,256,256,4.77778465548316e-05
"622","Pyronia tithonus",2005,37,257,257,3.95092930210643e-05
"623","Pyronia tithonus",2005,37,258,258,3.2924358367736e-05
"624","Pyronia tithonus",2005,37,259,259,2.76426609800656e-05
"625","Pyronia tithonus",2005,37,260,260,2.33755615759901e-05
"626","Pyronia tithonus",2005,37,261,261,1.99039444198559e-05
"627","Pyronia tithonus",2005,38,262,262,1.70602877335555e-05
"628","Pyronia tithonus",2005,38,263,263,1.47156303467393e-05
"629","Pyronia tithonus",2005,38,264,264,1.27700300192725e-05
"630","Pyronia tithonus",2005,38,265,265,1.11455295907934e-05
"631","Pyronia tithonus",2005,38,266,266,9.78093687265646e-06
"632","Pyronia tithonus",2005,38,267,267,8.62792519600174e-06
"633","Pyronia tithonus",2005,38,268,268,7.64810193554333e-06
"634","Pyronia tithonus",2005,39,269,269,6.81079107826851e-06
"635","Pyronia tithonus",2005,39,270,270,6.09134582288459e-06
"636","Pyronia tithonus",2005,39,271,271,5.46985701936751e-06
"637","Pyronia tithonus",2005,39,272,272,4.93015898920721e-06
"638","Pyronia tithonus",2005,39,273,273,4.45906005031353e-06
"639","Pyronia tithonus",2005,39,274,274,4.04574378705133e-06
"640","Pyronia tithonus",2005,39,275,275,3.68130077346258e-06
"641","Pyronia tithonus",2005,40,276,276,3.35836049462071e-06
"642","Pyronia tithonus",2005,40,277,277,3.07080062345092e-06
"643","Pyronia tithonus",2005,40,278,278,2.81351631351942e-06
"644","Pyronia tithonus",2005,40,279,279,2.58223627663909e-06
"645","Pyronia tithonus",2005,40,280,280,2.37337549570043e-06
"646","Pyronia tithonus",2005,40,281,281,2.18391674757068e-06
"647","Pyronia tithonus",2005,40,282,282,2.01131487165381e-06
"648","Pyronia tithonus",2005,41,283,283,1.85341906107829e-06
"649","Pyronia tithonus",2005,41,284,284,1.70840947963838e-06
"650","Pyronia tithonus",2005,41,285,285,1.57482071169642e-06
"651","Pyronia tithonus",2005,41,286,286,1.45167789311492e-06
"652","Pyronia tithonus",2005,41,287,287,1.33816420479896e-06
"653","Pyronia tithonus",2005,41,288,288,1.23352669864989e-06
"654","Pyronia tithonus",2005,41,289,289,1.13707130322672e-06
"655","Pyronia tithonus",2005,42,290,290,1.04815821987697e-06
"656","Pyronia tithonus",2005,42,291,291,9.66197678873803e-07
"657","Pyronia tithonus",2005,42,292,292,8.90646027439159e-07
"658","Pyronia tithonus",2005,42,293,293,8.21002123621084e-07
"659","Pyronia tithonus",2005,42,294,294,7.56804012171926e-07
"660","Pyronia tithonus",2005,42,295,295,6.97625860349013e-07
"661","Pyronia tithonus",2005,42,296,296,6.43075133325303e-07
"662","Pyronia tithonus",2005,43,297,297,5.92789990458439e-07
"663","Pyronia tithonus",2005,43,298,298,5.46436885176894e-07
"664","Pyronia tithonus",2005,43,299,299,5.03708352513303e-07
"665","Pyronia tithonus",2005,43,300,300,4.64320969676952e-07
"666","Pyronia tithonus",2005,43,301,301,4.2801347606411e-07
"667","Pyronia tithonus",2005,43,302,302,3.9454504029818e-07
"668","Pyronia tithonus",2005,43,303,303,3.63693662768168e-07
"669","Pyronia tithonus",2005,44,304,304,3.35254703082214e-07
"670","Pyronia tithonus",2005,44,305,305,3.09039522666603e-07
"671","Pyronia tithonus",2005,44,306,306,0
"672","Pyronia tithonus",2005,44,307,307,0
"673","Pyronia tithonus",2005,44,308,308,0
"674","Pyronia tithonus",2005,44,309,309,0
"675","Pyronia tithonus",2005,44,310,310,0
"676","Pyronia tithonus",2005,45,311,311,0
"677","Pyronia tithonus",2005,45,312,312,0
"678","Pyronia tithonus",2005,45,313,313,0
"679","Pyronia tithonus",2005,45,314,314,0
"680","Pyronia tithonus",2005,45,315,315,0
"681","Pyronia tithonus",2005,45,316,316,0
"682","Pyronia tithonus",2005,45,317,317,0
"683","Pyronia tithonus",2005,46,318,318,0
"684","Pyronia tithonus",2005,46,319,319,0
"685","Pyronia tithonus",2005,46,320,320,0
"686","Pyronia tithonus",2005,46,321,321,0
"687","Pyronia tithonus",2005,46,322,322,0
"688","Pyronia tithonus",2005,46,323,323,0
"689","Pyronia tithonus",2005,46,324,324,0
"690","Pyronia tithonus",2005,47,325,325,0
"691","Pyronia tithonus",2005,47,326,326,0
"692","Pyronia tithonus",2005,47,327,327,0
"693","Pyronia tithonus",2005,47,328,328,0
"694","Pyronia tithonus",2005,47,329,329,0
"695","Pyronia tithonus",2005,47,330,330,0
"696","Pyronia tithonus",2005,47,331,331,0
"697","Pyronia tithonus",2005,48,332,332,0
"698","Pyronia tithonus",2005,48,333,333,0
"699","Pyronia tithonus",2005,48,334,334,0
"700","Pyronia tithonus",2005,48,335,335,0
"701","Pyronia tithonus",2005,48,336,336,0
"702","Pyronia tithonus",2005,48,337,337,0
"703","Pyronia tithonus",2005,48,338,338,0
"704","Pyronia tithonus",2005,49,339,339,0
"705","Pyronia tithonus",2005,49,340,340,0
"706","Pyronia tithonus",2005,49,341,341,0
"707","Pyronia tithonus",2005,49,342,342,0
"708","Pyronia tithonus",2005,49,343,343,0
"709","Pyronia tithonus",2005,49,344,344,0
"710","Pyronia tithonus",2005,49,345,345,0
"711","Pyronia tithonus",2005,50,346,346,0
"712","Pyronia tithonus",2005,50,347,347,0
"713","Pyronia tithonus",2005,50,348,348,0
"714","Pyronia tithonus",2005,50,349,349,0
"715","Pyronia tithonus",2005,50,350,350,0
"716","Pyronia tithonus",2005,50,351,351,0
"717","Pyronia tithonus",2005,50,352,352,0
"718","Pyronia tithonus",2005,51,353,353,0
"719","Pyronia tithonus",2005,51,354,354,0
"720","Pyronia tithonus",2005,51,355,355,0
"721","Pyronia tithonus",2005,51,356,356,0
"722","Pyronia tithonus",2005,51,357,357,0
"723","Pyronia tithonus",2005,51,358,358,0
"724","Pyronia tithonus",2005,51,359,359,0
"725","Pyronia tithonus",2005,52,360,360,0
"726","Pyronia tithonus",2005,52,361,361,0
"727","Pyronia tithonus",2005,52,362,362,0
"728","Pyronia tithonus",2005,52,363,363,0
"729","Pyronia tithonus",2005,52,364,364,0
"730","Pyronia tithonus",2005,52,365,365,0
"731","Pyronia tithonus",2006,0,1,1,0
"732","Pyronia tithonus",2006,1,2,2,0
"7331","Pyronia tithonus",2006,1,3,3,0
"7341","Pyronia tithonus",2006,1,4,4,0
"7351","Pyronia tithonus",2006,1,5,5,0
"7361","Pyronia tithonus",2006,1,6,6,0
"7371","Pyronia tithonus",2006,1,7,7,0
"7381","Pyronia tithonus",2006,1,8,8,0
"7391","Pyronia tithonus",2006,2,9,9,0
"7401","Pyronia tithonus",2006,2,10,10,0
"7411","Pyronia tithonus",2006,2,11,11,0
"7421","Pyronia tithonus",2006,2,12,12,0
"7431","Pyronia tithonus",2006,2,13,13,0
"7441","Pyronia tithonus",2006,2,14,14,0
"7451","Pyronia tithonus",2006,2,15,15,0
"7461","Pyronia tithonus",2006,3,16,16,0
"7471","Pyronia tithonus",2006,3,17,17,0
"7481","Pyronia tithonus",2006,3,18,18,0
"7491","Pyronia tithonus",2006,3,19,19,0
"7501","Pyronia tithonus",2006,3,20,20,0
"7511","Pyronia tithonus",2006,3,21,21,0
"7521","Pyronia tithonus",2006,3,22,22,0
"7531","Pyronia tithonus",2006,4,23,23,0
"7541","Pyronia tithonus",2006,4,24,24,0
"7551","Pyronia tithonus",2006,4,25,25,0
"7561","Pyronia tithonus",2006,4,26,26,0
"7571","Pyronia tithonus",2006,4,27,27,0
"7581","Pyronia tithonus",2006,4,28,28,0
"7591","Pyronia tithonus",2006,4,29,29,0
"7601","Pyronia tithonus",2006,5,30,30,0
"7611","Pyronia tithonus",2006,5,31,31,0
"7621","Pyronia tithonus",2006,5,32,32,0
"7631","Pyronia tithonus",2006,5,33,33,0
"7641","Pyronia tithonus",2006,5,34,34,0
"7651","Pyronia tithonus",2006,5,35,35,0
"7661","Pyronia tithonus",2006,5,36,36,0
"7671","Pyronia tithonus",2006,6,37,37,0
"7681","Pyronia tithonus",2006,6,38,38,0
"7691","Pyronia tithonus",2006,6,39,39,0
"7701","Pyronia tithonus",2006,6,40,40,0
"7711","Pyronia tithonus",2006,6,41,41,0
"7721","Pyronia tithonus",2006,6,42,42,0
"7731","Pyronia tithonus",2006,6,43,43,0
"7741","Pyronia tithonus",2006,7,44,44,0
"7751","Pyronia tithonus",2006,7,45,45,0
"7761","Pyronia tithonus",2006,7,46,46,0
"7771","Pyronia tithonus",2006,7,47,47,0
"7781","Pyronia tithonus",2006,7,48,48,0
"7791","Pyronia tithonus",2006,7,49,49,0
"7801","Pyronia tithonus",2006,7,50,50,0
"7811","Pyronia tithonus",2006,8,51,51,0
"7821","Pyronia tithonus",2006,8,52,52,0
"7831","Pyronia tithonus",2006,8,53,53,0
"7841","Pyronia tithonus",2006,8,54,54,0
"7851","Pyronia tithonus",2006,8,55,55,0
"7861","Pyronia tithonus",2006,8,56,56,0
"7871","Pyronia tithonus",2006,8,57,57,0
"7881","Pyronia tithonus",2006,9,58,58,0
"7891","Pyronia tithonus",2006,9,59,59,0
"7901","Pyronia tithonus",2006,9,60,60,6.3566064593893e-18
"7911","Pyronia tithonus",2006,9,61,61,9.46455091217901e-18
"7921","Pyronia tithonus",2006,9,62,62,1.40920669765411e-17
"7931","Pyronia tithonus",2006,9,63,63,2.09821209177271e-17
"7941","Pyronia tithonus",2006,9,64,64,3.12409385322246e-17
"7951","Pyronia tithonus",2006,10,65,65,4.65156141364934e-17
"7961","Pyronia tithonus",2006,10,66,66,6.92585581660205e-17
"7971","Pyronia tithonus",2006,10,67,67,1.03121241507437e-16
"7981","Pyronia tithonus",2006,10,68,68,1.53540453795533e-16
"7991","Pyronia tithonus",2006,10,69,69,2.28611201796265e-16
"8001","Pyronia tithonus",2006,10,70,70,3.40386395212361e-16
"8011","Pyronia tithonus",2006,10,71,71,5.06811989680732e-16
"8021","Pyronia tithonus",2006,11,72,72,7.54608281931758e-16
"8031","Pyronia tithonus",2006,11,73,73,1.12355996060533e-15
"8041","Pyronia tithonus",2006,11,74,74,1.67290369758971e-15
"8051","Pyronia tithonus",2006,11,75,75,2.49083883329335e-15
"8061","Pyronia tithonus",2006,11,76,76,3.70868813451798e-15
"8071","Pyronia tithonus",2006,11,77,77,5.52198219140843e-15
"8081","Pyronia tithonus",2006,11,78,78,8.22185263798006e-15
"8091","Pyronia tithonus",2006,12,79,79,1.22417745036982e-14
"8101","Pyronia tithonus",2006,12,80,80,1.82271623681417e-14
"8111","Pyronia tithonus",2006,12,81,81,2.7139949003193e-14
"8121","Pyronia tithonus",2006,12,82,82,4.04194743077646e-14
"8131","Pyronia tithonus",2006,12,83,83,6.02220633694179e-14
"8141","Pyronia tithonus",2006,12,84,84,8.9783309105841e-14
"8151","Pyronia tithonus",2006,12,85,85,1.33968365500434e-13
"8161","Pyronia tithonus",2006,13,86,86,2.00109290612506e-13
"8171","Pyronia tithonus",2006,13,87,87,2.99283144007517e-13
"8181","Pyronia tithonus",2006,13,88,88,4.48269244024592e-13
"8191","Pyronia tithonus",2006,13,89,89,6.7255681316642e-13
"8201","Pyronia tithonus",2006,13,90,90,1.01098340680443e-12
"8211","Pyronia tithonus",2006,13,91,91,1.52291535120803e-12
"8221","Pyronia tithonus",2006,13,92,92,2.29940703458976e-12
"8231","Pyronia tithonus",2006,14,93,93,3.48061485858713e-12
"8241","Pyronia tithonus",2006,14,94,94,5.28308715804081e-12
"8251","Pyronia tithonus",2006,14,95,95,8.0427198512385e-12
"8261","Pyronia tithonus",2006,14,96,96,1.22826799585032e-11
"8271","Pyronia tithonus",2006,14,97,97,1.8821317790982e-11
"8281","Pyronia tithonus",2006,14,98,98,2.89444489167433e-11
"8291","Pyronia tithonus",2006,14,99,99,4.46817914691002e-11
"8301","Pyronia tithonus",2006,15,100,100,6.92528374967915e-11
"8311","Pyronia tithonus",2006,15,101,101,1.07789867760908e-10
"8321","Pyronia tithonus",2006,15,102,102,1.68516855230524e-10
"8331","Pyronia tithonus",2006,15,103,103,2.64682642327393e-10
"8341","Pyronia tithonus",2006,15,104,104,4.17749515115389e-10
"8351","Pyronia tithonus",2006,15,105,105,6.62684012663448e-10
"8361","Pyronia tithonus",2006,15,106,106,1.05679012547137e-09
"8371","Pyronia tithonus",2006,16,107,107,1.69454998127955e-09
"8381","Pyronia tithonus",2006,16,108,108,2.73246064488301e-09
"8391","Pyronia tithonus",2006,16,109,109,4.42648936892802e-09
"8401","Pyronia tithonus",2006,16,110,110,7.19174579409018e-09
"8411","Pyronia tithonus",2006,16,111,111,1.16986808718756e-08
"8421","Pyronia tithonus",2006,16,112,112,1.90206517595824e-08
"8431","Pyronia tithonus",2006,16,113,113,3.08573125790872e-08
"8441","Pyronia tithonus",2006,17,114,114,4.98647081380784e-08
"8451","Pyronia tithonus",2006,17,115,115,8.01289053633005e-08
"8461","Pyronia tithonus",2006,17,116,116,1.27821572528823e-07
"8471","Pyronia tithonus",2006,17,117,117,2.02067464034804e-07
"8481","Pyronia tithonus",2006,17,118,118,3.16026997805346e-07
"8491","Pyronia tithonus",2006,17,119,119,4.88141588638833e-07
"8501","Pyronia tithonus",2006,17,120,120,7.43394829575582e-07
"8511","Pyronia tithonus",2006,18,121,121,1.11430385821705e-06
"8521","Pyronia tithonus",2006,18,122,122,1.64118060229331e-06
"8531","Pyronia tithonus",2006,18,123,123,2.37102443689743e-06
"8541","Pyronia tithonus",2006,18,124,124,3.35429202404834e-06
"8551","Pyronia tithonus",2006,18,125,125,4.63883755556388e-06
"8561","Pyronia tithonus",2006,18,126,126,6.26064654812405e-06
"8571","Pyronia tithonus",2006,18,127,127,8.23169374729774e-06
"8581","Pyronia tithonus",2006,19,128,128,1.05263423674506e-05
"8591","Pyronia tithonus",2006,19,129,129,1.30692756792746e-05
"8601","Pyronia tithonus",2006,19,130,130,1.5748198413953e-05
"8611","Pyronia tithonus",2006,19,131,131,1.84455216015717e-05
"8621","Pyronia tithonus",2006,19,132,132,2.10368492861986e-05
"8631","Pyronia tithonus",2006,19,133,133,2.34017928494623e-05
"8641","Pyronia tithonus",2006,19,134,134,2.54357902094101e-05
"8651","Pyronia tithonus",2006,20,135,135,2.70593895401862e-05
"8661","Pyronia tithonus",2006,20,136,136,2.82238594008008e-05
"8671","Pyronia tithonus",2006,20,137,137,2.89127524923041e-05
"8681","Pyronia tithonus",2006,20,138,138,2.91397685724606e-05
"8691","Pyronia tithonus",2006,20,139,139,2.8943787947471e-05
"8701","Pyronia tithonus",2006,20,140,140,2.83822116941522e-05
"8711","Pyronia tithonus",2006,20,141,141,2.7523755313083e-05
"8721","Pyronia tithonus",2006,21,142,142,2.64416599583597e-05
"8731","Pyronia tithonus",2006,21,143,143,2.52079951102768e-05
"8741","Pyronia tithonus",2006,21,144,144,2.38894112446351e-05
"8751","Pyronia tithonus",2006,21,145,145,2.2544423097016e-05
"8761","Pyronia tithonus",2006,21,146,146,2.1222098854252e-05
"8771","Pyronia tithonus",2006,21,147,147,1.99619082610459e-05
"8781","Pyronia tithonus",2006,21,148,148,1.87944352897709e-05
"8791","Pyronia tithonus",2006,22,149,149,1.7742670965801e-05
"8801","Pyronia tithonus",2006,22,150,150,1.68236489011254e-05
"8811","Pyronia tithonus",2006,22,151,151,1.60470654113666e-05
"8821","Pyronia tithonus",2006,22,152,152,1.54085960642251e-05
"8831","Pyronia tithonus",2006,22,153,153,1.4902327077836e-05
"8841","Pyronia tithonus",2006,22,154,154,1.45244681277268e-05
"8851","Pyronia tithonus",2006,22,155,155,1.42735849221773e-05
"8861","Pyronia tithonus",2006,23,156,156,1.41509018838351e-05
"8871","Pyronia tithonus",2006,23,157,157,1.41607077543576e-05
"8881","Pyronia tithonus",2006,23,158,158,1.43109062451651e-05
"8891","Pyronia tithonus",2006,23,159,159,1.46137677820082e-05
"8901","Pyronia tithonus",2006,23,160,160,1.50869589566345e-05
"8911","Pyronia tithonus",2006,23,161,161,1.57549565507021e-05
"8921","Pyronia tithonus",2006,23,162,162,1.66509975678718e-05
"8931","Pyronia tithonus",2006,24,163,163,1.78197827140988e-05
"8941","Pyronia tithonus",2006,24,164,164,1.93212492341692e-05
"8951","Pyronia tithonus",2006,24,165,165,2.12358772174553e-05
"8961","Pyronia tithonus",2006,24,166,166,2.36722187576146e-05
"8971","Pyronia tithonus",2006,24,167,167,2.67776854023385e-05
"8981","Pyronia tithonus",2006,24,168,168,3.07541668683525e-05
"8991","Pyronia tithonus",2006,24,169,169,3.58808987410034e-05
"9001","Pyronia tithonus",2006,25,170,170,4.25483405051142e-05
"9011","Pyronia tithonus",2006,25,171,171,5.13089892524076e-05
"9021","Pyronia tithonus",2006,25,172,172,6.29476246332882e-05
"9031","Pyronia tithonus",2006,25,173,173,7.8499267029272e-05
"9041","Pyronia tithonus",2006,25,174,174,9.93384544189704e-05
"9051","Pyronia tithonus",2006,25,175,175,0.000127348521873856
"9061","Pyronia tithonus",2006,25,176,176,0.000165102748192526
"9071","Pyronia tithonus",2006,26,177,177,0.000216101484936608
"9081","Pyronia tithonus",2006,26,178,178,0.000285077818040342
"9091","Pyronia tithonus",2006,26,179,179,0.000378382025988299
"9101","Pyronia tithonus",2006,26,180,180,0.000504450014297311
"9111","Pyronia tithonus",2006,26,181,181,0.000674350243247521
"9121","Pyronia tithonus",2006,26,182,182,0.000902384877800966
"9131","Pyronia tithonus",2006,26,183,183,0.00120669129733171
"9141","Pyronia tithonus",2006,27,184,184,0.00160974766971974
"9151","Pyronia tithonus",2006,27,185,185,0.00213863097798074
"9161","Pyronia tithonus",2006,27,186,186,0.00282481165398597
"9171","Pyronia tithonus",2006,27,187,187,0.00370320628779735
"9181","Pyronia tithonus",2006,27,188,188,0.00481016806925416
"9191","Pyronia tithonus",2006,27,189,189,0.00618010288271831
"9201","Pyronia tithonus",2006,27,190,190,0.00784049420476797
"9211","Pyronia tithonus",2006,28,191,191,0.00980533918939027
"9221","Pyronia tithonus",2006,28,192,192,0.0120673643674843
"9231","Pyronia tithonus",2006,28,193,193,0.0145901001835998
"9241","Pyronia tithonus",2006,28,194,194,0.0173157228837003
"9251","Pyronia tithonus",2006,28,195,195,0.020182792679096
"9261","Pyronia tithonus",2006,28,196,196,0.0231180900116625
"9271","Pyronia tithonus",2006,28,197,197,0.0260390107157999
"9281","Pyronia tithonus",2006,29,198,198,0.0288582923460948
"9291","Pyronia tithonus",2006,29,199,199,0.0314892397178759
"9301","Pyronia tithonus",2006,29,200,200,0.0338509529516828
"9311","Pyronia tithonus",2006,29,201,201,0.0358730729498807
"9321","Pyronia tithonus",2006,29,202,202,0.0374996314314477
"9331","Pyronia tithonus",2006,29,203,203,0.0386917109364415
"9341","Pyronia tithonus",2006,29,204,204,0.0394287642751099
"9351","Pyronia tithonus",2006,30,205,205,0.0397085907149013
"9361","Pyronia tithonus",2006,30,206,206,0.0395460979210975
"9371","Pyronia tithonus",2006,30,207,207,0.0389710795294655
"9381","Pyronia tithonus",2006,30,208,208,0.0380253000956716
"9391","Pyronia tithonus",2006,30,209,209,0.036759200652511
"9401","Pyronia tithonus",2006,30,210,210,0.0352285235451033
"9411","Pyronia tithonus",2006,30,211,211,0.0334911128875613
"9421","Pyronia tithonus",2006,31,212,212,0.0316040870978695
"9431","Pyronia tithonus",2006,31,213,213,0.0296215127806628
"9441","Pyronia tithonus",2006,31,214,214,0.0275926436188843
"9451","Pyronia tithonus",2006,31,215,215,0.0255589593455565
"9461","Pyronia tithonus",2006,31,216,216,0.0235493056729995
"9471","Pyronia tithonus",2006,31,217,217,0.0215868534158013
"9481","Pyronia tithonus",2006,31,218,218,0.0196910142005952
"9491","Pyronia tithonus",2006,32,219,219,0.0178774489738516
"9501","Pyronia tithonus",2006,32,220,220,0.0161581985096738
"9511","Pyronia tithonus",2006,32,221,221,0.0145419107005625
"9521","Pyronia tithonus",2006,32,222,222,0.0130341393839093
"9531","Pyronia tithonus",2006,32,223,223,0.011637690776823
"9541","Pyronia tithonus",2006,32,224,224,0.0103529959107619
"9551","Pyronia tithonus",2006,32,225,225,0.00917849043230395
"9561","Pyronia tithonus",2006,33,226,226,0.00811098645557635
"9571","Pyronia tithonus",2006,33,227,227,0.00714602455057666
"9581","Pyronia tithonus",2006,33,228,228,0.00627819721990124
"9591","Pyronia tithonus",2006,33,229,229,0.00550143820095212
"9601","Pyronia tithonus",2006,33,230,230,0.00480927453184604
"9611","Pyronia tithonus",2006,33,231,231,0.00419504048460726
"9621","Pyronia tithonus",2006,33,232,232,0.00365205418543663
"9631","Pyronia tithonus",2006,34,233,233,0.00317375902559901
"9641","Pyronia tithonus",2006,34,234,234,0.00275383285567453
"9651","Pyronia tithonus",2006,34,235,235,0.00238626850174028
"9661","Pyronia tithonus",2006,34,236,236,0.00206540743735212
"9671","Pyronia tithonus",2006,34,237,237,0.00178578743697878
"9681","Pyronia tithonus",2006,34,238,238,0.00154237384804921
"9691","Pyronia tithonus",2006,34,239,239,0.00133070899162997
"9701","Pyronia tithonus",2006,35,240,240,0.00114685302756934
"9711","Pyronia tithonus",2006,35,241,241,0.000987327790180084
"9721","Pyronia tithonus",2006,35,242,242,0.000849066224584702
"9731","Pyronia tithonus",2006,35,243,243,0.000729366922586354
"9741","Pyronia tithonus",2006,35,244,244,0.000625853295424671
"9751","Pyronia tithonus",2006,35,245,245,0.000536436956979206
"9761","Pyronia tithonus",2006,35,246,246,0.000459284924963696
"9771","Pyronia tithonus",2006,36,247,247,0.000392790279485926
"9781","Pyronia tithonus",2006,36,248,248,0.000335545948109903
"9791","Pyronia tithonus",2006,36,249,249,0.000286321314330363
"9801","Pyronia tithonus",2006,36,250,250,0.000244041372238957
"9811","Pyronia tithonus",2006,36,251,251,0.000207768174212194
"9821","Pyronia tithonus",2006,36,252,252,0.000176684340769949
"9831","Pyronia tithonus",2006,36,253,253,0.000150078422426966
"9841","Pyronia tithonus",2006,37,254,254,0.000127331922474757
"9851","Pyronia tithonus",2006,37,255,255,0.000107907807273187
"9861","Pyronia tithonus",2006,37,256,256,9.1340346884396e-05
"9871","Pyronia tithonus",2006,37,257,257,7.72261668346389e-05
"9881","Pyronia tithonus",2006,37,258,258,6.52174648626119e-05
"9891","Pyronia tithonus",2006,37,259,259,5.50146771633461e-05
"9901","Pyronia tithonus",2006,37,260,260,4.63582562689981e-05
"9911","Pyronia tithonus",2006,38,261,261,3.90236715496036e-05
"9921","Pyronia tithonus",2006,38,262,262,3.28171091299238e-05
"9931","Pyronia tithonus",2006,38,263,263,2.75716221423006e-05
"9941","Pyronia tithonus",2006,38,264,264,2.31436985170185e-05
"9951","Pyronia tithonus",2006,38,265,265,1.94102130534672e-05
"9961","Pyronia tithonus",2006,38,266,266,1.62657308069053e-05
"9971","Pyronia tithonus",2006,38,267,267,1.36201296984447e-05
"9981","Pyronia tithonus",2006,39,268,268,1.1396511564517e-05
"9991","Pyronia tithonus",2006,39,269,269,9.52937248284218e-06
"10001","Pyronia tithonus",2006,39,270,270,7.96300504115246e-06
"10011","Pyronia tithonus",2006,39,271,271,6.65010716731001e-06
"10021","Pyronia tithonus",2006,39,272,272,5.5505741459944e-06
"10031","Pyronia tithonus",2006,39,273,273,4.63045245321578e-06
"10041","Pyronia tithonus",2006,39,274,274,3.86103600339522e-06
"10051","Pyronia tithonus",2006,40,275,275,3.21808729316437e-06
"10061","Pyronia tithonus",2006,40,276,276,2.68116771886172e-06
"10071","Pyronia tithonus",2006,40,277,277,2.23306302586608e-06
"10081","Pyronia tithonus",2006,40,278,278,1.859291408396e-06
"10091","Pyronia tithonus",2006,40,279,279,1.54768321405202e-06
"10101","Pyronia tithonus",2006,40,280,280,1.28802251781617e-06
"10111","Pyronia tithonus",2006,40,281,281,1.07174201798478e-06
"10121","Pyronia tithonus",2006,41,282,282,8.91663776262631e-07
"10131","Pyronia tithonus",2006,41,283,283,7.41779282171417e-07
"10141","Pyronia tithonus",2006,41,284,284,6.17063175193124e-07
"10151","Pyronia tithonus",2006,41,285,285,5.13312041465811e-07
"10161","Pyronia tithonus",2006,41,286,286,4.27005309191127e-07
"10171","Pyronia tithonus",2006,41,287,287,3.55209929532804e-07
"10181","Pyronia tithonus",2006,41,288,288,2.95486007604238e-07
"10191","Pyronia tithonus",2006,42,289,289,2.45803885056734e-07
"10201","Pyronia tithonus",2006,42,290,290,2.04475164150267e-07
"10211","Pyronia tithonus",2006,42,291,291,1.70095329228132e-07
"10221","Pyronia tithonus",2006,42,292,292,1.41496015643074e-07
"10231","Pyronia tithonus",2006,42,293,293,1.1770530404167e-07
"10241","Pyronia tithonus",2006,42,294,294,9.79146906474754e-08
"10251","Pyronia tithonus",2006,42,295,295,8.14516110607617e-08
"10261","Pyronia tithonus",2006,43,296,296,6.77565838233554e-08
"10271","Pyronia tithonus",2006,43,297,297,5.63641969952764e-08
"10281","Pyronia tithonus",2006,43,298,298,4.68872915908027e-08
"10291","Pyronia tithonus",2006,43,299,299,3.90038043637024e-08
"10301","Pyronia tithonus",2006,43,300,300,3.24458228067155e-08
